geneID;pegID;gFam
CBS495_10085;1002.peg.10085;gfam_2975
CBS130_11260;1003.peg.11260;gfam_2975
CBS127_06076;1004.peg.6076;gfam_2975
CBS168_11859;1005.peg.11859;gfam_2975
CBS495_10094;1002.peg.10094;gfam_2981
CBS130_11269;1003.peg.11269;gfam_2981
CBS127_06067;1004.peg.6067;gfam_2981
CBS168_11850;1005.peg.11850;gfam_2981
GLRG_00293T0;0001.peg.293;gfam_2989
CGGC5_5270;0002.peg.5256;gfam_2989
Cob_05200;0003.peg.5197;gfam_2989
CS_08400;0004.peg.8400;gfam_2989
CH063_12639T0;0005.peg.12639;gfam_2989
CT04_07441;1001.peg.7441;gfam_2989
CBS495_11556;1002.peg.11556;gfam_2989
CBS130_12575;1003.peg.12575;gfam_2989
CBS127_02445;1004.peg.2445;gfam_2989
CBS168_01976;1005.peg.1976;gfam_2989
CH063_04277T0;0005.peg.4277;gfam_2994
CBS495_10996;1002.peg.10996;gfam_2997
CBS130_06663;1003.peg.6663;gfam_2997
CBS127_11757;1004.peg.11757;gfam_2997
CBS168_09300;1005.peg.9300;gfam_2997
GLRG_02956T0;0001.peg.2956;gfam_3004
GLRG_03024T0;0001.peg.3024;gfam_3049
Cob_03163;0003.peg.3161;gfam_3049
CS_06501;0004.peg.6501;gfam_3049
CH063_04633T0;0005.peg.4633;gfam_3049
CT04_12241;1001.peg.12241;gfam_3049
CBS495_00789;1002.peg.789;gfam_3049
CBS130_00247;1003.peg.247;gfam_3049
CBS127_01519;1004.peg.1519;gfam_3049
CBS168_00944;1005.peg.944;gfam_3049
GLRG_03029T0;0001.peg.3029;gfam_3052
Cob_03168;0003.peg.3166;gfam_3052
CS_06505;0004.peg.6505;gfam_3052
CH063_01951T0;0005.peg.1951;gfam_3052
CT04_10540;1001.peg.10540;gfam_3052
CBS495_00785;1002.peg.785;gfam_3052
CBS130_00251;1003.peg.251;gfam_3052
CBS127_01515;1004.peg.1515;gfam_3052
CBS168_00940;1005.peg.940;gfam_3052
CGGC5_4775;0002.peg.4762;gfam_3052
CH063_01952T0;0005.peg.1952;gfam_3053
CT04_04653;1001.peg.4653;gfam_3075
CBS495_06549;1002.peg.6549;gfam_3075
CBS130_10569;1003.peg.10569;gfam_3075
CBS127_01549;1004.peg.1549;gfam_3075
CBS168_04563;1005.peg.4563;gfam_3075
GLRG_03085T0;0001.peg.3085;gfam_3090
CGGC5_6039;0002.peg.6020;gfam_3090
Cob_11856;0003.peg.11851;gfam_3090
CS_03230;0004.peg.3230;gfam_3090
CH063_08456T0;0005.peg.8456;gfam_3090
CT04_07684;1001.peg.7684;gfam_3090
CBS495_06525;1002.peg.6525;gfam_3090
CBS130_11339;1003.peg.11339;gfam_3090
CBS127_01573;1004.peg.1573;gfam_3090
CBS168_11123;1005.peg.11123;gfam_3090
CGGC5_6040;0002.peg.6021;gfam_3091
Cob_11855;0003.peg.11850;gfam_3091
CS_03231;0004.peg.3231;gfam_3091
CH063_12395T0;0005.peg.12395;gfam_3091
CT04_07685;1001.peg.7685;gfam_3091
CBS495_06524;1002.peg.6524;gfam_3091
CBS130_11338;1003.peg.11338;gfam_3091
CBS127_01574;1004.peg.1574;gfam_3091
CBS168_11124;1005.peg.11124;gfam_3091
GLRG_03093T0;0001.peg.3093;gfam_3093
CGGC5_6045;0002.peg.6026;gfam_3093
Cob_11851;0003.peg.11846;gfam_3093
CS_03236;0004.peg.3236;gfam_3093
CH063_00670T0;0005.peg.670;gfam_3093
CT04_07666;1001.peg.7666;gfam_3093
CBS495_06520;1002.peg.6520;gfam_3093
CBS130_11334;1003.peg.11334;gfam_3093
CBS127_01578;1004.peg.1578;gfam_3093
CBS168_11128;1005.peg.11128;gfam_3093
GLRG_03104T0;0001.peg.3104;gfam_3102
CGGC5_6055;0002.peg.6036;gfam_3102
CS_03246;0004.peg.3246;gfam_3102
CH063_05740T0;0005.peg.5740;gfam_3102
CT04_07652;1001.peg.7652;gfam_3102
CBS495_06510;1002.peg.6510;gfam_3102
CBS130_11324;1003.peg.11324;gfam_3102
CBS127_01588;1004.peg.1588;gfam_3102
CBS168_11138;1005.peg.11138;gfam_3102
GLRG_03137T0;0001.peg.3137;gfam_3121
CGGC5_6088;0002.peg.6069;gfam_3121
Cob_03122;0003.peg.3120;gfam_3121
CS_10581;0004.peg.10581;gfam_3121
CT04_11054;1001.peg.11054;gfam_3121
CBS495_11442;1002.peg.11442;gfam_3121
CBS130_10005;1003.peg.10005;gfam_3121
CBS127_01832;1004.peg.1832;gfam_3121
CBS168_12532;1005.peg.12532;gfam_3121
CS_10572;0004.peg.10572;gfam_3127
GLRG_03157T0;0001.peg.3157;gfam_3136
CGGC5_6580;0002.peg.6558;gfam_3136
Cob_11905;0003.peg.11900;gfam_3136
CS_01998;0004.peg.1998;gfam_3136
CH063_04350T0;0005.peg.4350;gfam_3136
CT04_01378;1001.peg.1378;gfam_3136
CBS495_12427;1002.peg.12427;gfam_3136
CBS130_04837;1003.peg.4837;gfam_3136
CBS127_01811;1004.peg.1811;gfam_3136
CBS168_12126;1005.peg.12126;gfam_3136
GLRG_03171T0;0001.peg.3171;gfam_3144
Cob_11919;0003.peg.11914;gfam_3144
CS_02010;0004.peg.2010;gfam_3144
CH063_12283T0;0005.peg.12283;gfam_3144
CT04_06161;1001.peg.6161;gfam_3144
CBS495_02409;1002.peg.2409;gfam_3144
CBS130_04854;1003.peg.4854;gfam_3144
CBS127_01794;1004.peg.1794;gfam_3144
CBS168_03789;1005.peg.3789;gfam_3144
CGGC5_3685;0002.peg.3677;gfam_3147
Cob_11916;0003.peg.11911;gfam_3147
CS_02013;0004.peg.2013;gfam_3147
CH063_00751T0;0005.peg.751;gfam_3147
CT04_06147;1001.peg.6147;gfam_3147
CBS495_02412;1002.peg.2412;gfam_3147
CBS130_04857;1003.peg.4857;gfam_3147
CBS127_01791;1004.peg.1791;gfam_3147
CBS168_03786;1005.peg.3786;gfam_3147
GLRG_03175T0;0001.peg.3175;gfam_3148
CGGC5_3684;0002.peg.3676;gfam_3148
Cob_11915;0003.peg.11910;gfam_3148
CS_02014;0004.peg.2014;gfam_3148
CH063_00752T0;0005.peg.752;gfam_3148
CT04_12015;1001.peg.12015;gfam_3148
CBS495_02413;1002.peg.2413;gfam_3148
CBS130_04858;1003.peg.4858;gfam_3148
CBS127_01790;1004.peg.1790;gfam_3148
CBS168_03785;1005.peg.3785;gfam_3148
GLRG_03205T0;0001.peg.3205;gfam_3168
CGGC5_3704;0002.peg.3696;gfam_3168
CS_06133;0004.peg.6133;gfam_3168
CT04_09401;1001.peg.9401;gfam_3168
CBS495_02442;1002.peg.2442;gfam_3168
CBS130_04887;1003.peg.4887;gfam_3168
CBS127_08310;1004.peg.8310;gfam_3168
CBS168_03756;1005.peg.3756;gfam_3168
GLRG_03208T0;0001.peg.3208;gfam_3170
CH063_01619T0;0005.peg.1619;gfam_3170
GLRG_03210T0;0001.peg.3210;gfam_3172
Cob_11965;0003.peg.11960;gfam_3172
CS_06129;0004.peg.6129;gfam_3172
CT04_09406;1001.peg.9406;gfam_3172
CBS495_02447;1002.peg.2447;gfam_3172
CBS130_04892;1003.peg.4892;gfam_3172
CBS127_08315;1004.peg.8315;gfam_3172
CBS168_03751;1005.peg.3751;gfam_3172
Cob_11972;0003.peg.11967;gfam_3176
GLRG_03231T0;0001.peg.3231;gfam_3180
CGGC5_15147;0002.peg.15070;gfam_3180
Cob_11984;0003.peg.11979;gfam_3180
CH063_06967T0;0005.peg.6967;gfam_3180
CT04_07309;1001.peg.7309;gfam_3180
CBS495_02465;1002.peg.2465;gfam_3180
CBS130_04910;1003.peg.4910;gfam_3180
CBS127_08333;1004.peg.8333;gfam_3180
CBS168_03733;1005.peg.3733;gfam_3180
Cob_11985;0003.peg.11980;gfam_3181
GLRG_03254T0;0001.peg.3254;gfam_3197
CGGC5_11565;0002.peg.11522;gfam_3197
Cob_12004;0003.peg.11999;gfam_3197
CT04_12378;1001.peg.12378;gfam_3197
CBS495_02486;1002.peg.2486;gfam_3197
CBS130_04931;1003.peg.4931;gfam_3197
CBS127_08354;1004.peg.8354;gfam_3197
CBS168_03712;1005.peg.3712;gfam_3197
GLRG_03266T0;0001.peg.3266;gfam_3204
CGGC5_11554;0002.peg.11511;gfam_3204
Cob_12015;0003.peg.12010;gfam_3204
CS_10797;0004.peg.10797;gfam_3204
CH063_01525T0;0005.peg.1525;gfam_3204
CT04_12807;1001.peg.12806;gfam_3204
CBS495_02497;1002.peg.2497;gfam_3204
CBS130_04942;1003.peg.4942;gfam_3204
CBS127_08365;1004.peg.8365;gfam_3204
CBS168_03701;1005.peg.3701;gfam_3204
CS_12223;0004.peg.12223;gfam_3217
CH063_10777T0;0005.peg.10777;gfam_3240
CH063_15495T0;0005.peg.15495;gfam_3249
GLRG_03374T0;0001.peg.3374;gfam_3251
GLRG_03389T0;0001.peg.3389;gfam_3256
CT04_02404;1001.peg.2404;gfam_3273
CBS495_11716;1002.peg.11716;gfam_3273
CBS130_08308;1003.peg.8308;gfam_3273
CBS127_11728;1004.peg.11728;gfam_3273
CBS168_06258;1005.peg.6258;gfam_3273
GLRG_03430T0;0001.peg.3430;gfam_3278
CGGC5_3390;0002.peg.3382;gfam_3278
Cob_10246;0003.peg.10242;gfam_3278
CS_07059;0004.peg.7059;gfam_3278
CH063_08606T0;0005.peg.8606;gfam_3278
CT04_02410;1001.peg.2410;gfam_3278
CBS495_11335;1002.peg.11335;gfam_3278
CBS130_08317;1003.peg.8317;gfam_3278
CBS127_11737;1004.peg.11737;gfam_3278
CBS168_13066;1005.peg.13066;gfam_3278
CH063_07092T0;0005.peg.7092;gfam_3286
CT04_02376;1001.peg.2376;gfam_3286
GLRG_03459T0;0001.peg.3459;gfam_3294
CGGC5_4672;0002.peg.4659;gfam_3294
Cob_10956;0003.peg.10952;gfam_3294
CH063_04900T0;0005.peg.4900;gfam_3294
CT04_02375;1001.peg.2375;gfam_3294
CBS495_12603;1002.peg.12603;gfam_3294
CBS130_08345;1003.peg.8345;gfam_3294
CBS127_09988;1004.peg.9988;gfam_3294
CBS168_08765;1005.peg.8765;gfam_3294
GLRG_03475T0;0001.peg.3475;gfam_3304
CGGC5_4686;0002.peg.4673;gfam_3304
Cob_10971;0003.peg.10967;gfam_3304
CS_05347;0004.peg.5347;gfam_3304
CH063_00300T0;0005.peg.300;gfam_3304
CT04_02487;1001.peg.2487;gfam_3304
CBS495_09700;1002.peg.9700;gfam_3304
CBS130_08361;1003.peg.8361;gfam_3304
CBS127_10004;1004.peg.10004;gfam_3304
CBS168_08750;1005.peg.8750;gfam_3304
CS_05349;0004.peg.5349;gfam_3306
GLRG_03488T0;0001.peg.3488;gfam_3310
GLRG_00349T0;0001.peg.349;gfam_3312
CGGC5_5257;0002.peg.5243;gfam_3312
Cob_05261;0003.peg.5258;gfam_3312
CS_07347;0004.peg.7347;gfam_3312
CH063_13072T0;0005.peg.13072;gfam_3312
CT04_12961;1001.peg.12960;gfam_3312
CBS495_02673;1002.peg.2673;gfam_3312
CBS130_06374;1003.peg.6374;gfam_3312
CBS127_00387;1004.peg.387;gfam_3312
CBS168_11453;1005.peg.11453;gfam_3312
GLRG_03504T0;0001.peg.3504;gfam_3323
CGGC5_4582;0002.peg.4571;gfam_3323
Cob_11004;0003.peg.11000;gfam_3323
CS_05375;0004.peg.5375;gfam_3323
CH063_08291T0;0005.peg.8291;gfam_3323
CT04_02031;1001.peg.2031;gfam_3323
CBS495_11865;1002.peg.11865;gfam_3323
CBS168_09332;1005.peg.9332;gfam_3323
CH063_12843T0;0005.peg.12843;gfam_3324
CH063_00163T0;0005.peg.163;gfam_3324
GLRG_03534T0;0001.peg.3534;gfam_3329
CGGC5_4572;0002.peg.4561;gfam_3329
Cob_11014;0003.peg.11010;gfam_3329
CS_09009;0004.peg.9009;gfam_3329
CH063_02948T0;0005.peg.2948;gfam_3329
CT04_06836;1001.peg.6836;gfam_3329
CBS495_09970;1002.peg.9970;gfam_3329
CBS130_10431;1003.peg.10431;gfam_3329
CBS127_12481;1004.peg.12481;gfam_3329
CBS168_09346;1005.peg.9346;gfam_3329
CS_09020;0004.peg.9020;gfam_3335
CT04_12157;1001.peg.12157;gfam_3335
CBS168_09357;1005.peg.9357;gfam_3335
GLRG_00355T0;0001.peg.355;gfam_3337
Cob_05291;0003.peg.5288;gfam_3337
CH063_02671T0;0005.peg.2671;gfam_3337
CT04_09981;1001.peg.9981;gfam_3337
CBS495_02684;1002.peg.2684;gfam_3337
CBS130_11018;1003.peg.11018;gfam_3337
CBS127_00376;1004.peg.376;gfam_3337
CBS168_11464;1005.peg.11464;gfam_3337
GLRG_03559T0;0001.peg.3559;gfam_3342
CGGC5_14253;0002.peg.14187;gfam_3342
Cob_11496;0003.peg.11492;gfam_3342
CS_13213;0004.peg.13213;gfam_3342
CH063_03419T0;0005.peg.3419;gfam_3342
CT04_03139;1001.peg.3139;gfam_3342
CBS495_11916;1002.peg.11916;gfam_3342
CBS130_10408;1003.peg.10408;gfam_3342
CBS127_07865;1004.peg.7865;gfam_3342
CBS168_12022;1005.peg.12022;gfam_3342
GLRG_03577T0;0001.peg.3577;gfam_3347
GLRG_03589T0;0001.peg.3589;gfam_3353
CS_09578;0004.peg.9578;gfam_3353
CBS127_00627;1004.peg.627;gfam_3361
GLRG_04071T0;0001.peg.4071;gfam_3361
GLRG_03622T0;0001.peg.3622;gfam_3378
Cob_12498;0003.peg.12493;gfam_3378
CS_08186;0004.peg.8186;gfam_3378
CH063_09230T0;0005.peg.9230;gfam_3378
CT04_00271;1001.peg.271;gfam_3378
CBS495_04287;1002.peg.4287;gfam_3378
CBS130_08614;1003.peg.8614;gfam_3378
CBS127_09771;1004.peg.9771;gfam_3378
CBS168_10518;1005.peg.10518;gfam_3378
CGGC5_5647;0002.peg.5633;gfam_3379
Cob_12496;0003.peg.12491;gfam_3379
CGGC5_8402;0002.peg.8371;gfam_3383
CGGC5_8418;0002.peg.8387;gfam_3392
GLRG_03645T0;0001.peg.3645;gfam_3394
CGGC5_8416;0002.peg.8385;gfam_3394
CS_08163;0004.peg.8163;gfam_3394
CH063_07768T0;0005.peg.7768;gfam_3394
CT04_10613;1001.peg.10613;gfam_3394
CBS495_04310;1002.peg.4310;gfam_3394
CBS130_08592;1003.peg.8592;gfam_3394
CBS127_09749;1004.peg.9749;gfam_3394
CBS168_10496;1005.peg.10496;gfam_3394
GLRG_03658T0;0001.peg.3658;gfam_3404
CH063_10630T0;0005.peg.10630;gfam_3404
CGGC5_5630;0002.peg.5616;gfam_3410
CS_11756;0004.peg.11756;gfam_3417
CT04_02514;1001.peg.2514;gfam_3417
CBS495_10227;1002.peg.10227;gfam_3417
CBS130_08162;1003.peg.8162;gfam_3417
CBS127_04556;1004.peg.4556;gfam_3417
CBS168_10123;1005.peg.10123;gfam_3417
GLRG_03680T0;0001.peg.3680;gfam_3419
CGGC5_5600;0002.peg.5586;gfam_3419
Cob_12539;0003.peg.12534;gfam_3419
CT04_02512;1001.peg.2512;gfam_3419
CBS495_10229;1002.peg.10229;gfam_3419
CBS130_08160;1003.peg.8160;gfam_3419
CBS127_04554;1004.peg.4554;gfam_3419
CBS168_10121;1005.peg.10121;gfam_3419
CS_09809;0004.peg.9809;gfam_3421
CT04_02505;1001.peg.2505;gfam_3421
CBS495_10234;1002.peg.10234;gfam_3421
Cob_12572;0003.peg.12567;gfam_3432
GLRG_03737T0;0001.peg.3737;gfam_3447
CGGC5_5640;0002.peg.5626;gfam_3447
Cob_12502;0003.peg.12497;gfam_3447
CS_07959;0004.peg.7959;gfam_3447
CH063_00097T0;0005.peg.97;gfam_3447
CT04_06942;1001.peg.6942;gfam_3447
CBS495_10356;1002.peg.10356;gfam_3447
CBS130_08938;1003.peg.8938;gfam_3447
CBS127_04499;1004.peg.4499;gfam_3447
CBS168_04131;1005.peg.4131;gfam_3447
CS_09892;0004.peg.9892;gfam_3460
CH063_03788T0;0005.peg.3788;gfam_3460
CGGC5_9178;0002.peg.9146;gfam_3471
CS_09070;0004.peg.9070;gfam_3480
CH063_14146T0;0005.peg.14146;gfam_3480
CT04_03603;1001.peg.3603;gfam_3480
CBS495_08406;1002.peg.8406;gfam_3480
CBS130_09143;1003.peg.9143;gfam_3480
CBS127_04453;1004.peg.4453;gfam_3480
CBS168_04081;1005.peg.4081;gfam_3480
CGGC5_8563;0002.peg.8532;gfam_3481
CH063_15697T0;0005.peg.15697;gfam_3481
GLRG_03789T0;0001.peg.3789;gfam_3483
CGGC5_8561;0002.peg.8530;gfam_3483
Cob_06468;0003.peg.6464;gfam_3483
CS_09067;0004.peg.9067;gfam_3483
CH063_04716T0;0005.peg.4716;gfam_3483
CT04_11389;1001.peg.11389;gfam_3483
CBS495_08409;1002.peg.8409;gfam_3483
CBS130_09140;1003.peg.9140;gfam_3483
CBS127_04450;1004.peg.4450;gfam_3483
CBS168_04078;1005.peg.4078;gfam_3483
CH063_08716T0;0005.peg.8716;gfam_3488
CS_11946;0004.peg.11946;gfam_3492
Cob_04229;0003.peg.4227;gfam_3495
CH063_05080T0;0005.peg.5080;gfam_3499
Cob_06457;0003.peg.6453;gfam_3505
GLRG_00383T0;0001.peg.383;gfam_3507
CGGC5_5970;0002.peg.5951;gfam_3507
CH063_15167T0;0005.peg.15167;gfam_3507
Cob_05304;0003.peg.5301;gfam_3507
CS_08290;0004.peg.8290;gfam_3507
CT04_09986;1001.peg.9986;gfam_3507
CBS495_02698;1002.peg.2698;gfam_3507
CBS130_11032;1003.peg.11032;gfam_3507
CBS127_00362;1004.peg.362;gfam_3507
CBS168_11478;1005.peg.11478;gfam_3507
GLRG_03846T0;0001.peg.3846;gfam_3516
CGGC5_15244;0002.peg.15166;gfam_3516
Cob_07978;0003.peg.7974;gfam_3516
CS_09257;0004.peg.9257;gfam_3516
CH063_07885T0;0005.peg.7885;gfam_3516
CBS495_10656;1002.peg.10656;gfam_3516
CBS168_11398;1005.peg.11398;gfam_3516
GLRG_00386T0;0001.peg.386;gfam_3525
CGGC5_5968;0002.peg.5949;gfam_3525
Cob_05310;0003.peg.5307;gfam_3525
CS_09606;0004.peg.9606;gfam_3525
CH063_13276T0;0005.peg.13276;gfam_3525
CT04_09972;1001.peg.9972;gfam_3525
CBS495_02700;1002.peg.2700;gfam_3525
CBS130_11034;1003.peg.11034;gfam_3525
CBS127_00360;1004.peg.360;gfam_3525
CBS168_11480;1005.peg.11480;gfam_3525
CH063_07202T0;0005.peg.7202;gfam_3527
CS_11280;0004.peg.11280;gfam_3540
CH063_07598T0;0005.peg.7598;gfam_3540
Cob_01720;0003.peg.1718;gfam_3542
GLRG_03901T0;0001.peg.3901;gfam_3560
CGGC5_11672;0002.peg.11629;gfam_3560
Cob_01702;0003.peg.1700;gfam_3560
CS_09505;0004.peg.9505;gfam_3560
CH063_05829T0;0005.peg.5829;gfam_3560
CT04_10898;1001.peg.10898;gfam_3560
CBS495_09090;1002.peg.9090;gfam_3560
CBS130_08865;1003.peg.8865;gfam_3560
CBS127_09658;1004.peg.9658;gfam_3560
CBS168_10732;1005.peg.10732;gfam_3560
CT04_03597;1001.peg.3597;gfam_3569
CBS495_11534;1002.peg.11534;gfam_3569
CBS130_08847;1003.peg.8847;gfam_3569
CBS127_11876;1004.peg.11876;gfam_3569
CBS168_12136;1005.peg.12136;gfam_3569
GLRG_03918T0;0001.peg.3918;gfam_3570
CGGC5_5829;0002.peg.5811;gfam_3570
Cob_01633;0003.peg.1632;gfam_3570
CS_11314;0004.peg.11314;gfam_3570
CH063_03415T0;0005.peg.3415;gfam_3570
CT04_03594;1001.peg.3594;gfam_3570
CBS495_11533;1002.peg.11533;gfam_3570
CBS130_08846;1003.peg.8846;gfam_3570
CBS127_11877;1004.peg.11877;gfam_3570
CBS168_12137;1005.peg.12137;gfam_3570
Cob_01629;0003.peg.1628;gfam_3573
GLRG_03926T0;0001.peg.3926;gfam_3574
CGGC5_5833;0002.peg.5815;gfam_3574
Cob_01626;0003.peg.1625;gfam_3574
CS_13186;0004.peg.13186;gfam_3574
CH063_15012T0;0005.peg.15012;gfam_3574
CT04_03588;1001.peg.3588;gfam_3574
CBS495_11528;1002.peg.11528;gfam_3574
CBS130_04425;1003.peg.4425;gfam_3574
CBS127_11883;1004.peg.11883;gfam_3574
CBS168_12144;1005.peg.12144;gfam_3574
Cob_01616;0003.peg.1615;gfam_3580
GLRG_03939T0;0001.peg.3939;gfam_3581
CGGC5_2433;0002.peg.2427;gfam_3581
CS_10433;0004.peg.10433;gfam_3584
CS_10426;0004.peg.10426;gfam_3588
GLRG_03962T0;0001.peg.3962;gfam_3601
CGGC5_1988;0002.peg.1983;gfam_3601
Cob_01679;0003.peg.1677;gfam_3601
CS_09421;0004.peg.9421;gfam_3601
CT04_10871;1001.peg.10871;gfam_3601
CBS495_05759;1002.peg.5759;gfam_3601
CBS130_10173;1003.peg.10173;gfam_3601
CBS127_05306;1004.peg.5306;gfam_3601
CBS168_08722;1005.peg.8722;gfam_3601
GLRG_03976T0;0001.peg.3976;gfam_3608
CGGC5_5815;0002.peg.5797;gfam_3608
GLRG_03980T0;0001.peg.3980;gfam_3611
CGGC5_5818;0002.peg.5800;gfam_3611
Cob_01643;0003.peg.1642;gfam_3611
CS_01218;0004.peg.1218;gfam_3611
CH063_04618T0;0005.peg.4618;gfam_3611
CT04_04052;1001.peg.4052;gfam_3611
CBS495_05740;1002.peg.5740;gfam_3611
CBS130_10192;1003.peg.10192;gfam_3611
CBS127_05287;1004.peg.5287;gfam_3611
CBS168_08703;1005.peg.8703;gfam_3611
CS_01203;0004.peg.1203;gfam_3623
CT04_11488;1001.peg.11488;gfam_3623
Cob_08087;0003.peg.8083;gfam_3635
GLRG_04022T0;0001.peg.4022;gfam_3643
CGGC5_10238;0002.peg.10199;gfam_3643
CS_01179;0004.peg.1179;gfam_3643
CH063_07021T0;0005.peg.7021;gfam_3644
CT04_03538;1001.peg.3538;gfam_3644
CBS495_10438;1002.peg.10438;gfam_3644
CBS130_03812;1003.peg.3812;gfam_3644
CBS127_05248;1004.peg.5248;gfam_3644
CBS168_12191;1005.peg.12191;gfam_3644
GLRG_04031T0;0001.peg.4031;gfam_3651
CGGC5_4877;0002.peg.4863;gfam_3651
CS_01168;0004.peg.1168;gfam_3651
CH063_00494T0;0005.peg.494;gfam_3651
CT04_03544;1001.peg.3544;gfam_3651
CBS495_10448;1002.peg.10448;gfam_3651
CBS130_03802;1003.peg.3802;gfam_3651
CBS127_05238;1004.peg.5238;gfam_3651
CBS168_12181;1005.peg.12181;gfam_3651
GLRG_04036T0;0001.peg.4036;gfam_3653
CGGC5_4895;0002.peg.4881;gfam_3653
Cob_08126;0003.peg.8122;gfam_3653
CS_01163;0004.peg.1163;gfam_3653
CH063_07748T0;0005.peg.7748;gfam_3653
CBS495_10453;1002.peg.10453;gfam_3653
CBS130_03797;1003.peg.3797;gfam_3653
CBS127_05233;1004.peg.5233;gfam_3653
CBS168_12176;1005.peg.12176;gfam_3653
Cob_08124;0003.peg.8120;gfam_3654
CGGC5_4892;0002.peg.4878;gfam_3657
GLRG_04044T0;0001.peg.4044;gfam_3659
CGGC5_4889;0002.peg.4875;gfam_3659
Cob_08117;0003.peg.8113;gfam_3659
CS_01155;0004.peg.1155;gfam_3659
CH063_04275T0;0005.peg.4275;gfam_3659
CT04_11900;1001.peg.11900;gfam_3659
CBS495_08891;1002.peg.8891;gfam_3659
CBS130_03789;1003.peg.3789;gfam_3659
CBS127_12977;1004.peg.12977;gfam_3659
CBS168_05369;1005.peg.5369;gfam_3659
GLRG_04046T0;0001.peg.4046;gfam_3661
CGGC5_4886;0002.peg.4872;gfam_3661
Cob_08115;0003.peg.8111;gfam_3661
CS_01153;0004.peg.1153;gfam_3661
CT04_05654;1001.peg.5654;gfam_3661
CBS495_08893;1002.peg.8893;gfam_3661
CBS130_03787;1003.peg.3787;gfam_3661
CBS127_12975;1004.peg.12975;gfam_3661
CBS168_05371;1005.peg.5371;gfam_3661
CGGC5_4916;0002.peg.4902;gfam_3673
CT04_04713;1001.peg.4713;gfam_3673
CBS495_11649;1002.peg.11649;gfam_3673
CBS130_03767;1003.peg.3767;gfam_3673
CBS127_11584;1004.peg.11584;gfam_3673
CBS168_05397;1005.peg.5397;gfam_3673
GLRG_04084T0;0001.peg.4084;gfam_3680
CGGC5_12987;0002.peg.12939;gfam_3680
Cob_05573;0003.peg.5570;gfam_3680
CS_02900;0004.peg.2900;gfam_3680
CH063_03329T0;0005.peg.3329;gfam_3680
CT04_01857;1001.peg.1857;gfam_3680
CBS495_12237;1002.peg.12237;gfam_3680
CBS130_11945;1003.peg.11945;gfam_3680
CBS127_11551;1004.peg.11551;gfam_3680
CBS168_03359;1005.peg.3359;gfam_3680
CT04_07148;1001.peg.7148;gfam_3711
GLRG_04147T0;0001.peg.4147;gfam_3715
CGGC5_10087;0002.peg.10048;gfam_3715
Cob_09380;0003.peg.9376;gfam_3715
CS_00044;0004.peg.44;gfam_3715
CH063_00877T0;0005.peg.877;gfam_3715
CT04_07702;1001.peg.7702;gfam_3715
CBS495_09481;1002.peg.9481;gfam_3715
CBS130_00039;1003.peg.39;gfam_3715
CBS127_11810;1004.peg.11810;gfam_3715
CBS168_03226;1005.peg.3226;gfam_3715
Cob_09400;0003.peg.9396;gfam_3723
CS_00025;0004.peg.25;gfam_3723
CH063_13500T0;0005.peg.13500;gfam_3723
CT04_02356;1001.peg.2356;gfam_3723
CBS495_11995;1002.peg.11995;gfam_3723
CBS130_07595;1003.peg.7595;gfam_3723
CBS127_11790;1004.peg.11790;gfam_3723
CBS168_03206;1005.peg.3206;gfam_3723
CGGC5_5702;0002.peg.5686;gfam_3725
GLRG_00418T0;0001.peg.418;gfam_3725
CH063_07129T0;0005.peg.7129;gfam_3725
GLRG_04182T0;0001.peg.4182;gfam_3730
CGGC5_13311;0002.peg.13260;gfam_3730
Cob_09497;0003.peg.9493;gfam_3730
CS_00005;0004.peg.5;gfam_3730
CH063_01651T0;0005.peg.1651;gfam_3730
GLRG_04185T0;0001.peg.4185;gfam_3733
CGGC5_13302;0002.peg.13251;gfam_3733
Cob_09527;0003.peg.9523;gfam_3733
CS_00002;0004.peg.2;gfam_3733
CH063_15950T0;0005.peg.15950;gfam_3733
CH063_01648T0;0005.peg.1648;gfam_3733
CT04_11224;1001.peg.11224;gfam_3733
CBS495_08362;1002.peg.8362;gfam_3733
CBS130_07616;1003.peg.7616;gfam_3733
CBS127_04416;1004.peg.4416;gfam_3733
CBS168_12243;1005.peg.12243;gfam_3733
Cob_09502;0003.peg.9498;gfam_3737
CS_11208;0004.peg.11208;gfam_3744
GLRG_04204T0;0001.peg.4204;gfam_3745
CGGC5_13316;0002.peg.13265;gfam_3745
Cob_09510;0003.peg.9506;gfam_3745
CS_08742;0004.peg.8742;gfam_3745
CH063_09889T0;0005.peg.9889;gfam_3745
CT04_04071;1001.peg.4071;gfam_3745
CBS495_11550;1002.peg.11550;gfam_3745
CBS130_07634;1003.peg.7634;gfam_3745
CBS127_12114;1004.peg.12114;gfam_3745
CBS168_07739;1005.peg.7739;gfam_3745
GLRG_04214T0;0001.peg.4214;gfam_3749
CGGC5_8886;0002.peg.8855;gfam_3749
Cob_09532;0003.peg.9528;gfam_3749
CT04_12118;1001.peg.12118;gfam_3749
CBS495_11540;1002.peg.11540;gfam_3749
CBS130_07644;1003.peg.7644;gfam_3749
CBS127_12104;1004.peg.12104;gfam_3749
CBS168_01677;1005.peg.1677;gfam_3749
CH063_05198T0;0005.peg.5198;gfam_3787
CS_06378;0004.peg.6378;gfam_3805
GLRG_04294T0;0001.peg.4294;gfam_3811
CGGC5_9427;0002.peg.9393;gfam_3811
Cob_09443;0003.peg.9439;gfam_3811
