geneID	pegID	gFam
Cob_06621	0003.peg.6617	gfam_14109
CGGC5_8511	0002.peg.8480	gfam_14109
Cob_02420	0003.peg.2418	gfam_14113
CGGC5_8552	0002.peg.8521	gfam_14113
CH063_13262T0	0005.peg.13262	gfam_14117
CGGC5_8594	0002.peg.8563	gfam_14117
Cob_01799	0003.peg.1797	gfam_14119
Cob_02082	0003.peg.2080	gfam_14128
CGGC5_8919	0002.peg.8888	gfam_14128
Cob_00261	0003.peg.261	gfam_14157
CGGC5_9371	0002.peg.9337	gfam_14157
CH063_10983T0	0005.peg.10983	gfam_14177
CGGC5_9769	0002.peg.9734	gfam_14177
Cob_05890	0003.peg.5887	gfam_14183
CGGC5_987	0002.peg.985	gfam_14183
CS_00516	0004.peg.516	gfam_14202
Cob_12042	0003.peg.12037	gfam_14202
CT04_01555	1001.peg.1555	gfam_1421
CBS127_00543	1004.peg.543	gfam_1421
CBS130_04694	1003.peg.4694	gfam_1421
CBS168_12316	1005.peg.12316	gfam_1421
CBS495_03365	1002.peg.3365	gfam_1421
CS_05747	0004.peg.5747	gfam_1421
GLRG_01009T0	0001.peg.1009	gfam_1421
CH063_13040T0	0005.peg.13040	gfam_1421
Cob_07599	0003.peg.7595	gfam_1421
CGGC5_8486	0002.peg.8455	gfam_1421
CH063_04126T0	0005.peg.4126	gfam_14224
Cob_00207	0003.peg.207	gfam_14224
CH063_07564T0	0005.peg.7564	gfam_14233
Cob_03109	0003.peg.3107	gfam_14233
CS_02433	0004.peg.2433	gfam_14237
Cob_03807	0003.peg.3805	gfam_14237
CH063_06030T0	0005.peg.6030	gfam_14242
Cob_05158	0003.peg.5155	gfam_14247
Cob_06400	0003.peg.6396	gfam_14260
CH063_08412T0	0005.peg.8412	gfam_14264
Cob_06769	0003.peg.6765	gfam_14264
CH063_02153T0	0005.peg.2153	gfam_14273
Cob_07844	0003.peg.7840	gfam_14273
CH063_02054T0	0005.peg.2054	gfam_14274
Cob_07889	0003.peg.7885	gfam_14274
CH063_10904T0	0005.peg.10904	gfam_14280
CH063_01768T0	0005.peg.1768	gfam_14296
CS_00020	0004.peg.20	gfam_14337
CH063_10171T0	0005.peg.10171	gfam_14337
CH063_12060T0	0005.peg.12060	gfam_14339
CH063_14451T0	0005.peg.14451	gfam_14353
CS_04607	0004.peg.4607	gfam_14354
CH063_12262T0	0005.peg.12262	gfam_14354
CH063_09519T0	0005.peg.9519	gfam_14364
CS_09331	0004.peg.9331	gfam_14393
CH063_15777T0	0005.peg.15777	gfam_14393
CBS495_13128	1002.peg.13128	gfam_14422
CH063_00570T0	0005.peg.570	gfam_14422
CBS130_10709	1003.peg.10709	gfam_14448
CBS495_12694	1002.peg.12694	gfam_14448
CT04_07807	1001.peg.7807	gfam_14484
CT04_09804	1001.peg.9804	gfam_14493
CBS127_12191	1004.peg.12191	gfam_14493
CBS127_00878	1004.peg.878	gfam_14531
CBS130_01800	1003.peg.1800	gfam_14531
CBS127_07263	1004.peg.7263	gfam_14539
CBS130_07006	1003.peg.7006	gfam_14539
CH063_13932T0	0005.peg.13932	gfam_2555
CH063_06149T0	0005.peg.6149	gfam_2607
CT04_03186	1001.peg.3186	gfam_355
CT04_07148	1001.peg.7148	gfam_3711
CT04_02249	1001.peg.2249	gfam_6313
CBS127_06580	1004.peg.6580	gfam_6313
CBS130_02479	1003.peg.2479	gfam_6313
CBS168_02249	1005.peg.2249	gfam_6313
CBS495_05225	1002.peg.5225	gfam_6313
CS_02210	0004.peg.2210	gfam_6313
CS_12419	0004.peg.12419	gfam_6313
GLRG_09545T0	0001.peg.9545	gfam_6313
CH063_03752T0	0005.peg.3752	gfam_6313
Cob_02290	0003.peg.2288	gfam_6313
CGGC5_6231	0002.peg.6212	gfam_6313
CS_13469	0004.peg.13469	gfam_6516
CS_11609	0004.peg.11609	gfam_654
CGGC5_6481	0002.peg.6459	gfam_654
CH063_01715T0	0005.peg.1715	gfam_6578
CT04_09771	1001.peg.9771	gfam_6608
CBS127_00569	1004.peg.569	gfam_6608
CBS130_01202	1003.peg.1202	gfam_6608
CBS168_05987	1005.peg.5987	gfam_6608
CBS495_03391	1002.peg.3391	gfam_6608
CT04_09789	1001.peg.9789	gfam_6609
CBS127_00570	1004.peg.570	gfam_6609
CBS130_01203	1003.peg.1203	gfam_6609
CBS168_05986	1005.peg.5986	gfam_6609
CBS495_03392	1002.peg.3392	gfam_6609
CS_05773	0004.peg.5773	gfam_6609
GLRG_01037T0	0001.peg.1037	gfam_6609
Cob_01322	0003.peg.1321	gfam_6609
CGGC5_10322	0002.peg.10282	gfam_6609
Cob_00414	0003.peg.414	gfam_6618
CGGC5_13880	0002.peg.13817	gfam_6652
CGGC5_12460	0002.peg.12414	gfam_6712
CGGC5_5733	0002.peg.5715	gfam_6764
CT04_12851	1001.peg.12850	gfam_6778
CBS127_02407	1004.peg.2407	gfam_6778
CBS130_12918	1003.peg.12918	gfam_6778
CBS168_13087	1005.peg.13087	gfam_6778
CBS495_12580	1002.peg.12580	gfam_6778
CS_05161	0004.peg.5161	gfam_6778
CH063_07762T0	0005.peg.7762	gfam_6778
CS_06637	0004.peg.6637	gfam_6823
CGGC5_14054	0002.peg.13988	gfam_6823
GLRG_04995T0	0001.peg.4995	gfam_685
GLRG_11781T0	0001.peg.11781	gfam_6854
CH063_09680T0	0005.peg.9680	gfam_6854
Cob_01458	0003.peg.1457	gfam_6854
CGGC5_698	0002.peg.697	gfam_6854
GLRG_01722T0	0001.peg.1722	gfam_6950
GLRG_01735T0	0001.peg.1735	gfam_6955
Cob_00053	0003.peg.53	gfam_6955
CGGC5_9870	0002.peg.9835	gfam_6955
CT04_02234	1001.peg.2234	gfam_6971
CBS127_05821	1004.peg.5821	gfam_6971
CBS130_02220	1003.peg.2220	gfam_6971
CBS168_02560	1005.peg.2560	gfam_6971
CBS495_11122	1002.peg.11122	gfam_6971
CS_03500	0004.peg.3500	gfam_6971
GLRG_01793T0	0001.peg.1793	gfam_6971
CH063_05431T0	0005.peg.5431	gfam_6971
Cob_02926	0003.peg.2924	gfam_6971
CGGC5_13476	0002.peg.13421	gfam_6971
CT04_11975	1001.peg.11975	gfam_7142
CBS127_09452	1004.peg.9452	gfam_7142
CBS130_10236	1003.peg.10236	gfam_7142
CBS168_06711	1005.peg.6711	gfam_7142
CBS495_10950	1002.peg.10950	gfam_7142
CS_07695	0004.peg.7695	gfam_7142
GLRG_02673T0	0001.peg.2673	gfam_7142
CH063_00125T0	0005.peg.125	gfam_7142
CGGC5_13478	0002.peg.13423	gfam_7142
CT04_06689	1001.peg.6689	gfam_7156
CBS127_09045	1004.peg.9045	gfam_7156
CBS130_07899	1003.peg.7899	gfam_7156
CBS168_05772	1005.peg.5772	gfam_7156
CBS495_09044	1002.peg.9044	gfam_7156
CS_11199	0004.peg.11199	gfam_7156
GLRG_02757T0	0001.peg.2757	gfam_7156
Cob_10510	0003.peg.10506	gfam_7156
CGGC5_2086	0002.peg.2081	gfam_7156
GLRG_04332T0	0001.peg.4332	gfam_7423
Cob_09487	0003.peg.9483	gfam_7423
CGGC5_6953	0002.peg.6928	gfam_7423
CH063_04692T0	0005.peg.4692	gfam_7533
GLRG_05522T0	0001.peg.5522	gfam_7598
Cob_08432	0003.peg.8428	gfam_7598
CGGC5_7657	0002.peg.7630	gfam_7598
CH063_02735T0	0005.peg.2735	gfam_7732
CT04_11708	1001.peg.11708	gfam_7786
CBS127_12055	1004.peg.12055	gfam_7786
CBS130_04812	1003.peg.4812	gfam_7786
CBS168_12757	1005.peg.12757	gfam_7786
CBS495_06421	1002.peg.6421	gfam_7786
CS_13069	0004.peg.13069	gfam_7786
GLRG_06513T0	0001.peg.6513	gfam_7786
CH063_09357T0	0005.peg.9357	gfam_7786
CGGC5_10480	0002.peg.10440	gfam_7786
GLRG_06527T0	0001.peg.6527	gfam_7791
CGGC5_11875	0002.peg.11832	gfam_7791
CH063_12876T0	0005.peg.12876	gfam_7864
GLRG_07158T0	0001.peg.7158	gfam_7900
Cob_06193	0003.peg.6190	gfam_7970
CGGC5_2446	0002.peg.2440	gfam_8233
CT04_06083	1001.peg.6083	gfam_8237
CBS127_01078	1004.peg.1078	gfam_8237
CBS130_04949	1003.peg.4949	gfam_8237
CBS168_05345	1005.peg.5345	gfam_8237
CBS495_06337	1002.peg.6337	gfam_8237
GLRG_08991T0	0001.peg.8991	gfam_8237
Cob_03665	0003.peg.3663	gfam_8237
CGGC5_1457	0002.peg.1455	gfam_8237
CT04_02731	1001.peg.2731	gfam_8262
CBS127_00078	1004.peg.78	gfam_8262
CBS130_02001	1003.peg.2001	gfam_8262
CBS168_10925	1005.peg.10925	gfam_8262
CBS495_04594	1002.peg.4594	gfam_8262
CS_09290	0004.peg.9290	gfam_8262
GLRG_09086T0	0001.peg.9086	gfam_8262
Cob_02413	0003.peg.2411	gfam_8262
GLRG_09420T0	0001.peg.9420	gfam_8315
CGGC5_1549	0002.peg.1546	gfam_8315
CGGC5_9044	0002.peg.9012	gfam_8337
CT04_04305	1001.peg.4305	gfam_8411
CBS127_05406	1004.peg.5406	gfam_8411
CBS130_06578	1003.peg.6578	gfam_8411
CBS168_06424	1005.peg.6424	gfam_8411
CBS495_04025	1002.peg.4025	gfam_8411
CS_10638	0004.peg.10638	gfam_8411
GLRG_09822T0	0001.peg.9822	gfam_8411
CH063_14294T0	0005.peg.14294	gfam_8411
CGGC5_11650	0002.peg.11607	gfam_8411
CT04_04293	1001.peg.4293	gfam_8485
CBS127_05383	1004.peg.5383	gfam_8485
CBS130_06556	1003.peg.6556	gfam_8485
CBS168_02750	1005.peg.2750	gfam_8485
CBS495_04048	1002.peg.4048	gfam_8485
CS_10416	0004.peg.10416	gfam_8485
CH063_01499T0	0005.peg.1499	gfam_8485
Cob_10848	0003.peg.10844	gfam_8485
CT04_09599	1001.peg.9599	gfam_8495
CBS127_02382	1004.peg.2382	gfam_8495
CBS130_11096	1003.peg.11096	gfam_8495
CBS168_07627	1005.peg.7627	gfam_8495
CBS495_10321	1002.peg.10321	gfam_8495
CS_05141	0004.peg.5141	gfam_8495
CS_10300	0004.peg.10300	gfam_8495
Cob_03825	0003.peg.3823	gfam_8495
CGGC5_462	0002.peg.461	gfam_8495
CT04_03375	1001.peg.3375	gfam_8513
CBS127_05061	1004.peg.5061	gfam_8513
CBS130_07483	1003.peg.7483	gfam_8513
CBS168_06753	1005.peg.6753	gfam_8513
CBS495_07726	1002.peg.7726	gfam_8513
CH063_13805T0	0005.peg.13805	gfam_8513
CT04_04502	1001.peg.4502	gfam_8542
CBS127_03630	1004.peg.3630	gfam_8542
CBS130_08055	1003.peg.8055	gfam_8542
CBS168_01511	1005.peg.1511	gfam_8542
CBS495_10723	1002.peg.10723	gfam_8542
CH063_12725T0	0005.peg.12725	gfam_8542
CH063_14615T0	0005.peg.14615	gfam_8542
CGGC5_3158	0002.peg.3150	gfam_8542
CT04_07149	1001.peg.7149	gfam_8543
CBS127_00332	1004.peg.332	gfam_8543
CBS130_12668	1003.peg.12668	gfam_8543
CBS168_09293	1005.peg.9293	gfam_8543
CBS495_12557	1002.peg.12557	gfam_8543
CS_06388	0004.peg.6388	gfam_8543
GLRG_00416T0	0001.peg.416	gfam_8543
CH063_06290T0	0005.peg.6290	gfam_8543
CH063_08243T0	0005.peg.8243	gfam_8543
CT04_10528	1001.peg.10528	gfam_8728
CBS127_08523	1004.peg.8523	gfam_8728
CBS130_09174	1003.peg.9174	gfam_8728
CBS168_02629	1005.peg.2629	gfam_8728
CBS495_08474	1002.peg.8474	gfam_8728
CS_04462	0004.peg.4462	gfam_8728
GLRG_01852T0	0001.peg.1852	gfam_8728
CH063_02954T0	0005.peg.2954	gfam_8728
CBS168_10369	1005.peg.10369	gfam_8736
GLRG_00192T0	0001.peg.192	gfam_8736
CT04_08933	1001.peg.8933	gfam_8739
CBS127_12122	1004.peg.12122	gfam_8739
CBS130_07508	1003.peg.7508	gfam_8739
CBS168_02698	1005.peg.2698	gfam_8739
CBS495_11267	1002.peg.11267	gfam_8739
CS_00746	0004.peg.746	gfam_8739
CH063_00329T0	0005.peg.329	gfam_8739
CGGC5_2746	0002.peg.2740	gfam_8739
GLRG_02111T0	0001.peg.2111	gfam_8750
CBS127_11630	1004.peg.11630	gfam_8756
CS_12311	0004.peg.12311	gfam_8756
CH063_08139T0	0005.peg.8139	gfam_8756
Cob_12819	0003.peg.12814	gfam_8756
CS_12121	0004.peg.12121	gfam_8833
CGGC5_6783	0002.peg.6760	gfam_8833
GLRG_04505T0	0001.peg.4505	gfam_8875
CT04_12530	1001.peg.12530	gfam_8877
CBS127_02486	1004.peg.2486	gfam_8877
CBS130_04371	1003.peg.4371	gfam_8877
CBS168_08383	1005.peg.8383	gfam_8877
CBS495_07485	1002.peg.7485	gfam_8877
CS_03035	0004.peg.3035	gfam_8877
GLRG_04558T0	0001.peg.4558	gfam_8877
CH063_09458T0	0005.peg.9458	gfam_8877
Cob_12256	0003.peg.12251	gfam_8877
CT04_11272	1001.peg.11272	gfam_8892
CBS127_10587	1004.peg.10587	gfam_8892
CBS130_11408	1003.peg.11408	gfam_8892
CBS168_09882	1005.peg.9882	gfam_8892
CBS495_05851	1002.peg.5851	gfam_8892
CS_11035	0004.peg.11035	gfam_8892
GLRG_04799T0	0001.peg.4799	gfam_8892
CH063_12578T0	0005.peg.12578	gfam_8892
Cob_12957	0003.peg.12952	gfam_8892
CT04_01252	1001.peg.1252	gfam_8895
CBS127_09905	1004.peg.9905	gfam_8895
CBS130_03424	1003.peg.3424	gfam_8895
CBS168_01423	1005.peg.1423	gfam_8895
CBS495_03479	1002.peg.3479	gfam_8895
CS_05126	0004.peg.5126	gfam_8895
GLRG_04831T0	0001.peg.4831	gfam_8895
CH063_05525T0	0005.peg.5525	gfam_8895
Cob_09019	0003.peg.9015	gfam_8895
CH063_06824T0	0005.peg.6824	gfam_8985
CGGC5_4808	0002.peg.4794	gfam_8985
CT04_04946	1001.peg.4946	gfam_9015
CBS127_02623	1004.peg.2623	gfam_9015
CBS130_04760	1003.peg.4760	gfam_9015
CBS168_00555	1005.peg.555	gfam_9015
CBS495_06471	1002.peg.6471	gfam_9015
GLRG_06559T0	0001.peg.6559	gfam_9015
CH063_13941T0	0005.peg.13941	gfam_9015
Cob_00624	0003.peg.624	gfam_9015
CGGC5_3258	0002.peg.3250	gfam_9015
CS_02808	0004.peg.2808	gfam_9034
GLRG_06820T0	0001.peg.6820	gfam_9034
Cob_11295	0003.peg.11291	gfam_9034
CGGC5_8804	0002.peg.8773	gfam_9034
Cob_11301	0003.peg.11297	gfam_9035
CBS127_03100	1004.peg.3100	gfam_9043
CS_09357	0004.peg.9357	gfam_9043
Cob_00451	0003.peg.451	gfam_9043
CS_02729	0004.peg.2729	gfam_9069
CGGC5_11577	0002.peg.11534	gfam_9069
CGGC5_13463	0002.peg.13408	gfam_9088
CT04_11949	1001.peg.11949	gfam_9091
CBS127_05700	1004.peg.5700	gfam_9091
CBS130_00804	1003.peg.804	gfam_9091
CBS168_01049	1005.peg.1049	gfam_9091
CBS495_00567	1002.peg.567	gfam_9091
CH063_12143T0	0005.peg.12143	gfam_9091
CBS130_10056	1003.peg.10056	gfam_9099
CBS168_07721	1005.peg.7721	gfam_9099
CS_00366	0004.peg.366	gfam_9099
CH063_12951T0	0005.peg.12951	gfam_9099
GLRG_08359T0	0001.peg.8359	gfam_9164
CBS130_05611	1003.peg.5611	gfam_9178
GLRG_08553T0	0001.peg.8553	gfam_9178
Cob_07090	0003.peg.7086	gfam_9179
CT04_02888	1001.peg.2888	gfam_9182
CBS127_08761	1004.peg.8761	gfam_9182
CBS130_12516	1003.peg.12516	gfam_9182
CBS168_04470	1005.peg.4470	gfam_9182
CBS495_12503	1002.peg.12503	gfam_9182
CS_06864	0004.peg.6864	gfam_9182
GLRG_08592T0	0001.peg.8592	gfam_9182
Cob_07220	0003.peg.7216	gfam_9182
CH063_15142T0	0005.peg.15142	gfam_9222
CT04_02431	1001.peg.2431	gfam_9258
CBS127_09958	1004.peg.9958	gfam_9258
CBS130_03476	1003.peg.3476	gfam_9258
CBS168_01370	1005.peg.1370	gfam_9258
CBS495_03426	1002.peg.3426	gfam_9258
CS_01959	0004.peg.1959	gfam_9258
CH063_15217T0	0005.peg.15217	gfam_9258
CGGC5_12364	0002.peg.12319	gfam_9258
GLRG_09534T0	0001.peg.9534	gfam_9279
GLRG_09740T0	0001.peg.9740	gfam_9297
CT04_00782	1001.peg.782	gfam_9299
CBS168_02779	1005.peg.2779	gfam_9299
GLRG_09780T0	0001.peg.9780	gfam_9299
CGGC5_12388	0002.peg.12343	gfam_9363
CT04_12761	1001.peg.12760	gfam_9376
CBS127_04943	1004.peg.4943	gfam_9376
CBS130_01535	1003.peg.1535	gfam_9376
CBS168_10915	1005.peg.10915	gfam_9376
CBS495_10971	1002.peg.10971	gfam_9376
CS_11581	0004.peg.11581	gfam_9376
CT04_08969	1001.peg.8969	gfam_9388
CBS127_01882	1004.peg.1882	gfam_9388
CBS130_07568	1003.peg.7568	gfam_9388
CBS168_05636	1005.peg.5636	gfam_9388
CBS495_04534	1002.peg.4534	gfam_9388
CS_00803	0004.peg.803	gfam_9388
CH063_13836T0	0005.peg.13836	gfam_9388
Cob_06008	0003.peg.6005	gfam_9388
CGGC5_13372	0002.peg.13319	gfam_9388
CT04_00222	1001.peg.222	gfam_9410
CBS127_00760	1004.peg.760	gfam_9410
CBS130_06156	1003.peg.6156	gfam_9410
CBS168_08673	1005.peg.8673	gfam_9410
CBS495_02088	1002.peg.2088	gfam_9410
CS_12367	0004.peg.12367	gfam_9410
Cob_09681	0003.peg.9677	gfam_9410
CGGC5_14361	0002.peg.14293	gfam_9410
CT04_06261	1001.peg.6261	gfam_9430
CBS127_03881	1004.peg.3881	gfam_9430
CBS130_08527	1003.peg.8527	gfam_9430
CBS168_05139	1005.peg.5139	gfam_9430
CBS495_06721	1002.peg.6721	gfam_9430
CS_06315	0004.peg.6315	gfam_9430
CH063_02634T0	0005.peg.2634	gfam_9430
Cob_09297	0003.peg.9293	gfam_9430
CGGC5_1747	0002.peg.1743	gfam_9430
CT04_01126	1001.peg.1126	gfam_9474
CBS127_00992	1004.peg.992	gfam_9474
CBS130_01680	1003.peg.1680	gfam_9474
CBS168_10029	1005.peg.10029	gfam_9474
CBS495_08937	1002.peg.8937	gfam_9474
CS_02053	0004.peg.2053	gfam_9474
CH063_16106T0	0005.peg.16106	gfam_9474
CT04_04296	1001.peg.4296	gfam_9479
CBS127_05382	1004.peg.5382	gfam_9479
CBS130_06555	1003.peg.6555	gfam_9479
CBS168_02751	1005.peg.2751	gfam_9479
CBS495_04049	1002.peg.4049	gfam_9479
CS_10415	0004.peg.10415	gfam_9479
CH063_10447T0	0005.peg.10447	gfam_9479
CT04_01323	1001.peg.1323	gfam_9531
CBS127_07141	1004.peg.7141	gfam_9531
CBS130_03030	1003.peg.3030	gfam_9531
CBS168_05924	1005.peg.5924	gfam_9531
CBS495_08975	1002.peg.8975	gfam_9531
CS_03659	0004.peg.3659	gfam_9531
Cob_05702	0003.peg.5699	gfam_9531
CGGC5_7791	0002.peg.7763	gfam_9531
CT04_03039	1001.peg.3039	gfam_9588
CBS127_00818	1004.peg.818	gfam_9588
CBS130_09933	1003.peg.9933	gfam_9588
CBS168_01333	1005.peg.1333	gfam_9588
CBS495_03200	1002.peg.3200	gfam_9588
CS_08458	0004.peg.8458	gfam_9588
CH063_12836T0	0005.peg.12836	gfam_9588
CT04_00229	1001.peg.229	gfam_9638
CBS127_11277	1004.peg.11277	gfam_9638
CBS130_11579	1003.peg.11579	gfam_9638
CBS168_12348	1005.peg.12348	gfam_9638
CBS495_03585	1002.peg.3585	gfam_9638
CS_05293	0004.peg.5293	gfam_9638
GLRG_10505T0	0001.peg.10505	gfam_9638
CH063_11932T0	0005.peg.11932	gfam_9638
CS_02030	0004.peg.2030	gfam_9648
GLRG_10719T0	0001.peg.10719	gfam_9648
CH063_03062T0	0005.peg.3062	gfam_9648
GLRG_10742T0	0001.peg.10742	gfam_9651
CT04_00621	1001.peg.621	gfam_9656
CBS127_04886	1004.peg.4886	gfam_9656
CBS130_12434	1003.peg.12434	gfam_9656
CBS168_12426	1005.peg.12426	gfam_9656
CBS495_06046	1002.peg.6046	gfam_9656
CS_09608	0004.peg.9608	gfam_9656
GLRG_10803T0	0001.peg.10803	gfam_9656
CH063_01520T0	0005.peg.1520	gfam_9656
GLRG_10977T0	0001.peg.10977	gfam_9661
CH063_15246T0	0005.peg.15246	gfam_9673
Cob_04653	0003.peg.4651	gfam_9673
CS_02936	0004.peg.2936	gfam_9699
CT04_01380	1001.peg.1380	gfam_970
CBS127_02647	1004.peg.2647	gfam_970
CBS130_04736	1003.peg.4736	gfam_970
CBS168_00579	1005.peg.579	gfam_970
CBS495_11186	1002.peg.11186	gfam_970
CS_12557	0004.peg.12557	gfam_970
GLRG_11092T0	0001.peg.11092	gfam_970
CH063_00782T0	0005.peg.782	gfam_970
CS_11618	0004.peg.11618	gfam_9708
GLRG_11948T0	0001.peg.11948	gfam_9708
CT04_10683	1001.peg.10683	gfam_9716
CBS127_10066	1004.peg.10066	gfam_9716
CBS130_00976	1003.peg.976	gfam_9716
CBS168_11227	1005.peg.11227	gfam_9716
CBS495_11816	1002.peg.11816	gfam_9716
CS_08930	0004.peg.8930	gfam_9716
GLRG_01602T0	0001.peg.1602	gfam_9716
CH063_01747T0	0005.peg.1747	gfam_9716
CT04_09572	1001.peg.9572	gfam_9719
CBS127_07190	1004.peg.7190	gfam_9719
CBS130_07972	1003.peg.7972	gfam_9719
CBS168_09677	1005.peg.9677	gfam_9719
CBS495_02784	1002.peg.2784	gfam_9719
CH063_07758T0	0005.peg.7758	gfam_9719
Cob_00086	0003.peg.86	gfam_9719
CT04_01629	1001.peg.1629	gfam_9749
CBS168_01885	1005.peg.1885	gfam_9749
CS_01026	0004.peg.1026	gfam_9749
CH063_06708T0	0005.peg.6708	gfam_9754
GLRG_03021T0	0001.peg.3021	gfam_9765
CS_08414	0004.peg.8414	gfam_9768
CT04_11091	1001.peg.11091	gfam_9772
CBS127_11735	1004.peg.11735	gfam_9772
CBS130_08315	1003.peg.8315	gfam_9772
CBS168_13064	1005.peg.13064	gfam_9772
CBS495_11337	1002.peg.11337	gfam_9772
CS_07057	0004.peg.7057	gfam_9772
CH063_15982T0	0005.peg.15982	gfam_9772
CBS127_00941	1004.peg.941	gfam_9775
CBS130_01734	1003.peg.1734	gfam_9775
CBS168_01210	1005.peg.1210	gfam_9775
CT04_01355	1001.peg.1355	gfam_9780
CBS127_04679	1004.peg.4679	gfam_9780
CBS130_06010	1003.peg.6010	gfam_9780
CBS168_08806	1005.peg.8806	gfam_9780
CBS495_11700	1002.peg.11700	gfam_9780
CS_10370	0004.peg.10370	gfam_9780
GLRG_03573T0	0001.peg.3573	gfam_9780
Cob_02309	0003.peg.2307	gfam_9780
CT04_10662	1001.peg.10662	gfam_9781
CBS127_04686	1004.peg.4686	gfam_9781
CBS130_06017	1003.peg.6017	gfam_9781
CBS168_08813	1005.peg.8813	gfam_9781
CBS495_11693	1002.peg.11693	gfam_9781
CS_09565	0004.peg.9565	gfam_9781
GLRG_03575T0	0001.peg.3575	gfam_9781
Cob_06609	0003.peg.6605	gfam_9781
GLRG_04013T0	0001.peg.4013	gfam_9791
CT04_02884	1001.peg.2884	gfam_9799
CBS127_08668	1004.peg.8668	gfam_9799
CBS130_11214	1003.peg.11214	gfam_9799
CBS168_03133	1005.peg.3133	gfam_9799
CBS495_10503	1002.peg.10503	gfam_9799
CH063_01825T0	0005.peg.1825	gfam_9799
CH063_08820T0	0005.peg.8820	gfam_9803
CT04_09390	1001.peg.9390	gfam_9814
CBS127_01327	1004.peg.1327	gfam_9814
CBS130_06443	1003.peg.6443	gfam_9814
CBS168_11278	1005.peg.11278	gfam_9814
CBS495_10762	1002.peg.10762	gfam_9814
CS_05281	0004.peg.5281	gfam_9814
CH063_04566T0	0005.peg.4566	gfam_9814
GLRG_04705T0	0001.peg.4705	gfam_9816
CH063_11149T0	0005.peg.11149	gfam_9825
GLRG_04945T0	0001.peg.4945	gfam_9832
CT04_08216	1001.peg.8216	gfam_9866
CBS127_08701	1004.peg.8701	gfam_9866
CBS130_05321	1003.peg.5321	gfam_9866
CBS168_02375	1005.peg.2375	gfam_9866
CBS495_06305	1002.peg.6305	gfam_9866
CS_04384	0004.peg.4384	gfam_9866
CT04_05635	1001.peg.5635	gfam_9907
CBS127_09106	1004.peg.9106	gfam_9907
CBS130_11886	1003.peg.11886	gfam_9907
CBS168_11614	1005.peg.11614	gfam_9907
CBS495_07987	1002.peg.7987	gfam_9907
GLRG_07105T0	0001.peg.7105	gfam_9907
CS_09865	0004.peg.9865	gfam_9920
CT04_02762	1001.peg.2762	gfam_9937
CBS127_00061	1004.peg.61	gfam_9937
CBS130_01984	1003.peg.1984	gfam_9937
CBS168_10942	1005.peg.10942	gfam_9937
CBS495_04577	1002.peg.4577	gfam_9937
CS_07399	0004.peg.7399	gfam_9937
CS_12577	0004.peg.12577	gfam_9937
GLRG_00783T0	0001.peg.783	gfam_9937
GLRG_08235T0	0001.peg.8235	gfam_9964
CH063_01449T0	0005.peg.1449	gfam_9964
CT04_05070	1001.peg.5070	gfam_9975
CBS127_00672	1004.peg.672	gfam_9975
CBS130_06849	1003.peg.6849	gfam_9975
CBS168_08191	1005.peg.8191	gfam_9975
CBS495_07796	1002.peg.7796	gfam_9975
CS_00297	0004.peg.297	gfam_9975
GLRG_00085T0	0001.peg.85	gfam_9975
