gFam;geneID
gfam_9299;CBS168_02779
gfam_9299;GLRG_09780T0
gfam_9363;CGGC5_12388
gfam_9376;CT04_12761
gfam_9376;CBS127_04943
gfam_9376;CBS130_01535
gfam_9376;CBS168_10915
gfam_9376;CBS495_10971
gfam_9376;CS_11581
gfam_9388;CT04_08969
gfam_9388;CBS127_01882
gfam_9388;CBS130_07568
gfam_9388;CBS168_05636
gfam_9388;CBS495_04534
gfam_9388;CS_00803
gfam_9388;CH063_13836T0
gfam_9388;Cob_06008
gfam_9388;CGGC5_13372
gfam_9410;CT04_00222
gfam_9410;CBS127_00760
gfam_9410;CBS130_06156
gfam_9410;CBS168_08673
gfam_9410;CBS495_02088
gfam_9410;CS_12367
gfam_9410;Cob_09681
gfam_9410;CGGC5_14361
gfam_9430;CT04_06261
gfam_9430;CBS127_03881
gfam_9430;CBS130_08527
gfam_9430;CBS168_05139
gfam_9430;CBS495_06721
gfam_9430;CS_06315
gfam_9430;CH063_02634T0
gfam_9430;Cob_09297
gfam_9430;CGGC5_1747
gfam_9474;CT04_01126
gfam_9474;CBS127_00992
gfam_9474;CBS130_01680
gfam_9474;CBS168_10029
gfam_9474;CBS495_08937
gfam_9474;CS_02053
gfam_9474;CH063_16106T0
gfam_9479;CT04_04296
gfam_9479;CBS127_05382
gfam_9479;CBS130_06555
gfam_9479;CBS168_02751
gfam_9479;CBS495_04049
gfam_9479;CS_10415
gfam_9479;CH063_10447T0
gfam_9531;CT04_01323
gfam_9531;CBS127_07141
gfam_9531;CBS130_03030
gfam_9531;CBS168_05924
gfam_9531;CBS495_08975
gfam_9531;CS_03659
gfam_9531;Cob_05702
gfam_9531;CGGC5_7791
gfam_9588;CT04_03039
gfam_9588;CBS127_00818
gfam_9588;CBS130_09933
gfam_9588;CBS168_01333
gfam_9588;CBS495_03200
gfam_9588;CS_08458
gfam_9588;CH063_12836T0
gfam_9638;CT04_00229
gfam_9638;CBS127_11277
gfam_9638;CBS130_11579
gfam_9638;CBS168_12348
gfam_9638;CBS495_03585
gfam_9638;CS_05293
gfam_9638;GLRG_10505T0
gfam_9638;CH063_11932T0
gfam_9648;CS_02030
gfam_9648;GLRG_10719T0
gfam_9648;CH063_03062T0
gfam_9651;GLRG_10742T0
gfam_9656;CT04_00621
gfam_9656;CBS127_04886
gfam_9656;CBS130_12434
gfam_9656;CBS168_12426
gfam_9656;CBS495_06046
gfam_9656;CS_09608
gfam_9656;GLRG_10803T0
gfam_9656;CH063_01520T0
gfam_9661;GLRG_10977T0
gfam_9673;CH063_15246T0
gfam_9673;Cob_04653
gfam_9699;CS_02936
gfam_970;CT04_01380
gfam_970;CBS127_02647
gfam_970;CBS130_04736
gfam_970;CBS168_00579
gfam_970;CBS495_11186
gfam_970;CS_12557
gfam_970;GLRG_11092T0
gfam_970;CH063_00782T0
gfam_9708;CS_11618
gfam_9708;GLRG_11948T0
gfam_9716;CT04_10683
gfam_9716;CBS127_10066
gfam_9716;CBS130_00976
gfam_9716;CBS168_11227
gfam_9716;CBS495_11816
gfam_9716;CS_08930
gfam_9716;GLRG_01602T0
gfam_9716;CH063_01747T0
gfam_9719;CT04_09572
gfam_9719;CBS127_07190
gfam_9719;CBS130_07972
gfam_9719;CBS168_09677
gfam_9719;CBS495_02784
gfam_9719;CH063_07758T0
gfam_9719;Cob_00086
gfam_9749;CT04_01629
gfam_9749;CBS168_01885
gfam_9749;CS_01026
gfam_9754;CH063_06708T0
gfam_9765;GLRG_03021T0
gfam_9768;CS_08414
gfam_9772;CT04_11091
gfam_9772;CBS127_11735
gfam_9772;CBS130_08315
gfam_9772;CBS168_13064
gfam_9772;CBS495_11337
gfam_9772;CS_07057
gfam_9772;CH063_15982T0
gfam_9775;CBS127_00941
gfam_9775;CBS130_01734
gfam_9775;CBS168_01210
gfam_9780;CT04_01355
gfam_9780;CBS127_04679
gfam_9780;CBS130_06010
gfam_9780;CBS168_08806
gfam_9780;CBS495_11700
gfam_9780;CS_10370
gfam_9780;GLRG_03573T0
gfam_9780;Cob_02309
gfam_9781;CT04_10662
gfam_9781;CBS127_04686
gfam_9781;CBS130_06017
gfam_9781;CBS168_08813
gfam_9781;CBS495_11693
gfam_9781;CS_09565
gfam_9781;GLRG_03575T0
gfam_9781;Cob_06609
gfam_9791;GLRG_04013T0
gfam_9799;CT04_02884
gfam_9799;CBS127_08668
gfam_9799;CBS130_11214
gfam_9799;CBS168_03133
gfam_9799;CBS495_10503
gfam_9799;CH063_01825T0
gfam_9803;CH063_08820T0
gfam_9814;CT04_09390
gfam_9814;CBS127_01327
gfam_9814;CBS130_06443
gfam_9814;CBS168_11278
gfam_9814;CBS495_10762
gfam_9814;CS_05281
gfam_9814;CH063_04566T0
gfam_9816;GLRG_04705T0
gfam_9825;CH063_11149T0
gfam_9832;GLRG_04945T0
gfam_9866;CT04_08216
gfam_9866;CBS127_08701
gfam_9866;CBS130_05321
gfam_9866;CBS168_02375
gfam_9866;CBS495_06305
gfam_9866;CS_04384
gfam_9907;CT04_05635
gfam_9907;CBS127_09106
gfam_9907;CBS130_11886
gfam_9907;CBS168_11614
gfam_9907;CBS495_07987
gfam_9907;GLRG_07105T0
gfam_9920;CS_09865
gfam_9937;CT04_02762
gfam_9937;CBS127_00061
gfam_9937;CBS130_01984
gfam_9937;CBS168_10942
gfam_9937;CBS495_04577
gfam_9937;CS_07399
gfam_9937;CS_12577
gfam_9937;GLRG_00783T0
gfam_9964;GLRG_08235T0
gfam_9964;CH063_01449T0
gfam_9975;CT04_05070
gfam_9975;CBS127_00672
gfam_9975;CBS130_06849
gfam_9975;CBS168_08191
gfam_9975;CBS495_07796
gfam_9975;CS_00297
gfam_9975;GLRG_00085T0
